20,11/20/2004,Saturday,20,325,Week 47,,47,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-20 00:00:00
21,11/21/2004,Sunday,21,326,Week 47,,47,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-21 00:00:00
22,11/22/2004,Monday,22,327,Week 47,,47,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-22 00:00:00
23,11/23/2004,Tuesday,23,328,Week 47,,47,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-23 00:00:00
24,11/24/2004,Wednesday,24,329,Week 47,,47,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-24 00:00:00
25,11/25/2004,Thursday,25,330,Week 48,,48,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-25 00:00:00
26,11/26/2004,Friday,26,331,Week 48,,48,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-26 00:00:00
27,11/27/2004,Saturday,27,332,Week 48,,48,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-27 00:00:00
28,11/28/2004,Sunday,28,333,Week 48,,48,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-28 00:00:00
29,11/29/2004,Monday,29,334,Week 48,,48,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-29 00:00:00
30,11/30/2004,Tuesday,30,335,Week 48,,48,November,11,2004-11,Q4,2004-Q4,2004,None,2004-11-30 00:00:00
31,12/01/2004,Wednesday,1,336,Week 48,,48,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-01 00:00:00
32,12/02/2004,Thursday,2,337,Week 49,,49,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-02 00:00:00
33,12/03/2004,Friday,3,338,Week 49,,49,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-03 00:00:00
34,12/04/2004,Saturday,4,339,Week 49,,49,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-04 00:00:00
35,12/05/2004,Sunday,5,340,Week 49,,49,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-05 00:00:00
36,12/06/2004,Monday,6,341,Week 49,,49,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-06 00:00:00
37,12/07/2004,Tuesday,7,342,Week 49,,49,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-07 00:00:00
38,12/08/2004,Wednesday,8,343,Week 49,,49,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-08 00:00:00
39,12/09/2004,Thursday,9,344,Week 50,,50,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-09 00:00:00
40,12/10/2004,Friday,10,345,Week 50,,50,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-10 00:00:00
41,12/11/2004,Saturday,11,346,Week 50,,50,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-11 00:00:00
42,12/12/2004,Sunday,12,347,Week 50,,50,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-12 00:00:00
43,12/13/2004,Monday,13,348,Week 50,,50,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-13 00:00:00
44,12/14/2004,Tuesday,14,349,Week 50,,50,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-14 00:00:00
45,12/15/2004,Wednesday,15,350,Week 50,,50,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-15 00:00:00
46,12/16/2004,Thursday,16,351,Week 51,,51,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-16 00:00:00
47,12/17/2004,Friday,17,352,Week 51,,51,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-17 00:00:00
48,12/18/2004,Saturday,18,353,Week 51,,51,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-18 00:00:00
49,12/19/2004,Sunday,19,354,Week 51,,51,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-19 00:00:00
50,12/20/2004,Monday,20,355,Week 51,,51,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-20 00:00:00
51,12/21/2004,Tuesday,21,356,Week 51,,51,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-21 00:00:00
52,12/22/2004,Wednesday,22,357,Week 51,,51,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-22 00:00:00
53,12/23/2004,Thursday,23,358,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-23 00:00:00
54,12/24/2004,Friday,24,359,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-24 00:00:00
55,12/25/2004,Saturday,25,360,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-25 00:00:00
56,12/26/2004,Sunday,26,361,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-26 00:00:00
57,12/27/2004,Monday,27,362,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-27 00:00:00
58,12/28/2004,Tuesday,28,363,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-28 00:00:00
59,12/29/2004,Wednesday,29,364,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-29 00:00:00
60,12/30/2004,Thursday,30,365,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-30 00:00:00
61,12/31/2004,Friday,31,366,Week 52,,52,December,12,2004-12,Q4,2004-Q4,2004,None,2004-12-31 00:00:00
62,01/01/2005,Saturday,1,1,Week 1,,1,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-01 00:00:00
63,01/02/2005,Sunday,2,2,Week 1,,1,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-02 00:00:00
64,01/03/2005,Monday,3,3,Week 1,,1,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-03 00:00:00
65,01/04/2005,Tuesday,4,4,Week 1,,1,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-04 00:00:00
66,01/05/2005,Wednesday,5,5,Week 1,,1,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-05 00:00:00
67,01/06/2005,Thursday,6,6,Week 1,,1,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-06 00:00:00
68,01/07/2005,Friday,7,7,Week 1,,1,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-07 00:00:00
69,01/08/2005,Saturday,8,8,Week 2,,2,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-08 00:00:00
70,01/09/2005,Sunday,9,9,Week 2,,2,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-09 00:00:00
71,01/10/2005,Monday,10,10,Week 2,,2,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-10 00:00:00
72,01/11/2005,Tuesday,11,11,Week 2,,2,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-11 00:00:00
73,01/12/2005,Wednesday,12,12,Week 2,,2,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-12 00:00:00
74,01/13/2005,Thursday,13,13,Week 2,,2,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-13 00:00:00
75,01/14/2005,Friday,14,14,Week 2,,2,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-14 00:00:00
76,01/15/2005,Saturday,15,15,Week 3,,3,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-15 00:00:00
77,01/16/2005,Sunday,16,16,Week 3,,3,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-16 00:00:00
78,01/17/2005,Monday,17,17,Week 3,,3,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-17 00:00:00
79,01/18/2005,Tuesday,18,18,Week 3,,3,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-18 00:00:00
80,01/19/2005,Wednesday,19,19,Week 3,,3,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-19 00:00:00
81,01/20/2005,Thursday,20,20,Week 3,,3,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-20 00:00:00
82,01/21/2005,Friday,21,21,Week 3,,3,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-21 00:00:00
83,01/22/2005,Saturday,22,22,Week 4,,4,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-22 00:00:00
84,01/23/2005,Sunday,23,23,Week 4,,4,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-23 00:00:00
85,01/24/2005,Monday,24,24,Week 4,,4,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-24 00:00:00
86,01/25/2005,Tuesday,25,25,Week 4,,4,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-25 00:00:00
87,01/26/2005,Wednesday,26,26,Week 4,,4,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-26 00:00:00
88,01/27/2005,Thursday,27,27,Week 4,,4,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-27 00:00:00
89,01/28/2005,Friday,28,28,Week 4,,4,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-28 00:00:00
90,01/29/2005,Saturday,29,29,Week 5,,5,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-29 00:00:00
91,01/30/2005,Sunday,30,30,Week 5,,5,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-30 00:00:00
92,01/31/2005,Monday,31,31,Week 5,,5,January,1,2005-01,Q1,2005-Q1,2005,None,2005-01-31 00:00:00
93,02/01/2005,Tuesday,1,32,Week 5,,5,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-01 00:00:00
94,02/02/2005,Wednesday,2,33,Week 5,,5,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-02 00:00:00
95,02/03/2005,Thursday,3,34,Week 5,,5,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-03 00:00:00
96,02/04/2005,Friday,4,35,Week 5,,5,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-04 00:00:00
97,02/05/2005,Saturday,5,36,Week 6,,6,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-05 00:00:00
98,02/06/2005,Sunday,6,37,Week 6,,6,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-06 00:00:00
99,02/07/2005,Monday,7,38,Week 6,,6,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-07 00:00:00
100,02/08/2005,Tuesday,8,39,Week 6,,6,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-08 00:00:00
101,02/09/2005,Wednesday,9,40,Week 6,,6,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-09 00:00:00
102,02/10/2005,Thursday,10,41,Week 6,,6,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-10 00:00:00
103,02/11/2005,Friday,11,42,Week 6,,6,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-11 00:00:00
104,02/12/2005,Saturday,12,43,Week 7,,7,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-12 00:00:00
105,02/13/2005,Sunday,13,44,Week 7,,7,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-13 00:00:00
106,02/14/2005,Monday,14,45,Week 7,,7,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-14 00:00:00
107,02/15/2005,Tuesday,15,46,Week 7,,7,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-15 00:00:00
108,02/16/2005,Wednesday,16,47,Week 7,,7,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-16 00:00:00
109,02/17/2005,Thursday,17,48,Week 7,,7,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-17 00:00:00
110,02/18/2005,Friday,18,49,Week 7,,7,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-18 00:00:00
111,02/19/2005,Saturday,19,50,Week 8,,8,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-19 00:00:00
112,02/20/2005,Sunday,20,51,Week 8,,8,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-20 00:00:00
113,02/21/2005,Monday,21,52,Week 8,,8,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-21 00:00:00
114,02/22/2005,Tuesday,22,53,Week 8,,8,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-22 00:00:00
115,02/23/2005,Wednesday,23,54,Week 8,,8,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-23 00:00:00
116,02/24/2005,Thursday,24,55,Week 8,,8,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-24 00:00:00
117,02/25/2005,Friday,25,56,Week 8,,8,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-25 00:00:00
118,02/26/2005,Saturday,26,57,Week 9,,9,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-26 00:00:00
119,02/27/2005,Sunday,27,58,Week 9,,9,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-27 00:00:00
120,02/28/2005,Monday,28,59,Week 9,,9,February,2,2005-02,Q1,2005-Q1,2005,None,2005-02-28 00:00:00
121,03/01/2005,Tuesday,1,60,Week 9,,9,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-01 00:00:00
122,03/02/2005,Wednesday,2,61,Week 9,,9,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-02 00:00:00
123,03/03/2005,Thursday,3,62,Week 9,,9,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-03 00:00:00
124,03/04/2005,Friday,4,63,Week 9,,9,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-04 00:00:00
125,03/05/2005,Saturday,5,64,Week 10,,10,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-05 00:00:00
126,03/06/2005,Sunday,6,65,Week 10,,10,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-06 00:00:00
127,03/07/2005,Monday,7,66,Week 10,,10,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-07 00:00:00
128,03/08/2005,Tuesday,8,67,Week 10,,10,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-08 00:00:00
129,03/09/2005,Wednesday,9,68,Week 10,,10,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-09 00:00:00
130,03/10/2005,Thursday,10,69,Week 10,,10,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-10 00:00:00
131,03/11/2005,Friday,11,70,Week 10,,10,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-11 00:00:00
132,03/12/2005,Saturday,12,71,Week 11,,11,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-12 00:00:00
133,03/13/2005,Sunday,13,72,Week 11,,11,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-13 00:00:00
134,03/14/2005,Monday,14,73,Week 11,,11,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-14 00:00:00
135,03/15/2005,Tuesday,15,74,Week 11,,11,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-15 00:00:00
136,03/16/2005,Wednesday,16,75,Week 11,,11,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-16 00:00:00
137,03/17/2005,Thursday,17,76,Week 11,,11,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-17 00:00:00
138,03/18/2005,Friday,18,77,Week 11,,11,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-18 00:00:00
139,03/19/2005,Saturday,19,78,Week 12,,12,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-19 00:00:00
140,03/20/2005,Sunday,20,79,Week 12,,12,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-20 00:00:00
141,03/21/2005,Monday,21,80,Week 12,,12,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-21 00:00:00
142,03/22/2005,Tuesday,22,81,Week 12,,12,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-22 00:00:00
143,03/23/2005,Wednesday,23,82,Week 12,,12,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-23 00:00:00
144,03/24/2005,Thursday,24,83,Week 12,,12,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-24 00:00:00
145,03/25/2005,Friday,25,84,Week 12,,12,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-25 00:00:00
146,03/26/2005,Saturday,26,85,Week 13,,13,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-26 00:00:00
147,03/27/2005,Sunday,27,86,Week 13,,13,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-27 00:00:00
148,03/28/2005,Monday,28,87,Week 13,,13,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-28 00:00:00
149,03/29/2005,Tuesday,29,88,Week 13,,13,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-29 00:00:00
150,03/30/2005,Wednesday,30,89,Week 13,,13,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-30 00:00:00
151,03/31/2005,Thursday,31,90,Week 13,,13,March,3,2005-03,Q1,2005-Q1,2005,None,2005-03-31 00:00:00
152,04/01/2005,Friday,1,91,Week 13,,13,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-01 00:00:00
153,04/02/2005,Saturday,2,92,Week 14,,14,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-02 00:00:00
154,04/03/2005,Sunday,3,93,Week 14,,14,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-03 00:00:00
155,04/04/2005,Monday,4,94,Week 14,,14,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-04 00:00:00
156,04/05/2005,Tuesday,5,95,Week 14,,14,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-05 00:00:00
157,04/06/2005,Wednesday,6,96,Week 14,,14,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-06 00:00:00
158,04/07/2005,Thursday,7,97,Week 14,,14,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-07 00:00:00
159,04/08/2005,Friday,8,98,Week 14,,14,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-08 00:00:00
160,04/09/2005,Saturday,9,99,Week 15,,15,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-09 00:00:00
161,04/10/2005,Sunday,10,100,Week 15,,15,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-10 00:00:00
162,04/11/2005,Monday,11,101,Week 15,,15,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-11 00:00:00
163,04/12/2005,Tuesday,12,102,Week 15,,15,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-12 00:00:00
164,04/13/2005,Wednesday,13,103,Week 15,,15,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-13 00:00:00
165,04/14/2005,Thursday,14,104,Week 15,,15,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-14 00:00:00
166,04/15/2005,Friday,15,105,Week 15,,15,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-15 00:00:00
167,04/16/2005,Saturday,16,106,Week 16,,16,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-16 00:00:00
168,04/17/2005,Sunday,17,107,Week 16,,16,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-17 00:00:00
169,04/18/2005,Monday,18,108,Week 16,,16,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-18 00:00:00
170,04/19/2005,Tuesday,19,109,Week 16,,16,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-19 00:00:00
171,04/20/2005,Wednesday,20,110,Week 16,,16,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-20 00:00:00
172,04/21/2005,Thursday,21,111,Week 16,,16,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-21 00:00:00
173,04/22/2005,Friday,22,112,Week 16,,16,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-22 00:00:00
174,04/23/2005,Saturday,23,113,Week 17,,17,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-23 00:00:00
175,04/24/2005,Sunday,24,114,Week 17,,17,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-24 00:00:00
176,04/25/2005,Monday,25,115,Week 17,,17,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-25 00:00:00
177,04/26/2005,Tuesday,26,116,Week 17,,17,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-26 00:00:00
178,04/27/2005,Wednesday,27,117,Week 17,,17,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-27 00:00:00
179,04/28/2005,Thursday,28,118,Week 17,,17,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-28 00:00:00
180,04/29/2005,Friday,29,119,Week 17,,17,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-29 00:00:00
181,04/30/2005,Saturday,30,120,Week 18,,18,April,4,2005-04,Q2,2005-Q2,2005,None,2005-04-30 00:00:00
182,05/01/2005,Sunday,1,121,Week 18,,18,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-01 00:00:00
183,05/02/2005,Monday,2,122,Week 18,,18,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-02 00:00:00
184,05/03/2005,Tuesday,3,123,Week 18,,18,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-03 00:00:00
185,05/04/2005,Wednesday,4,124,Week 18,,18,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-04 00:00:00
186,05/05/2005,Thursday,5,125,Week 18,,18,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-05 00:00:00
187,05/06/2005,Friday,6,126,Week 18,,18,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-06 00:00:00
188,05/07/2005,Saturday,7,127,Week 19,,19,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-07 00:00:00
189,05/08/2005,Sunday,8,128,Week 19,,19,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-08 00:00:00
190,05/09/2005,Monday,9,129,Week 19,,19,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-09 00:00:00
191,05/10/2005,Tuesday,10,130,Week 19,,19,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-10 00:00:00
192,05/11/2005,Wednesday,11,131,Week 19,,19,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-11 00:00:00
193,05/12/2005,Thursday,12,132,Week 19,,19,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-12 00:00:00
194,05/13/2005,Friday,13,133,Week 19,,19,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-13 00:00:00
195,05/14/2005,Saturday,14,134,Week 20,,20,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-14 00:00:00
196,05/15/2005,Sunday,15,135,Week 20,,20,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-15 00:00:00
197,05/16/2005,Monday,16,136,Week 20,,20,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-16 00:00:00
198,05/17/2005,Tuesday,17,137,Week 20,,20,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-17 00:00:00
199,05/18/2005,Wednesday,18,138,Week 20,,20,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-18 00:00:00
200,05/19/2005,Thursday,19,139,Week 20,,20,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-19 00:00:00
201,05/20/2005,Friday,20,140,Week 20,,20,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-20 00:00:00
202,05/21/2005,Saturday,21,141,Week 21,,21,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-21 00:00:00
203,05/22/2005,Sunday,22,142,Week 21,,21,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-22 00:00:00
204,05/23/2005,Monday,23,143,Week 21,,21,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-23 00:00:00
205,05/24/2005,Tuesday,24,144,Week 21,,21,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-24 00:00:00
206,05/25/2005,Wednesday,25,145,Week 21,,21,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-25 00:00:00
207,05/26/2005,Thursday,26,146,Week 21,,21,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-26 00:00:00
208,05/27/2005,Friday,27,147,Week 21,,21,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-27 00:00:00
209,05/28/2005,Saturday,28,148,Week 22,,22,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-28 00:00:00
210,05/29/2005,Sunday,29,149,Week 22,,22,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-29 00:00:00
211,05/30/2005,Monday,30,150,Week 22,,22,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-30 00:00:00
212,05/31/2005,Tuesday,31,151,Week 22,,22,May,5,2005-05,Q2,2005-Q2,2005,None,2005-05-31 00:00:00
213,06/01/2005,Wednesday,1,152,Week 22,,22,June,6,2005-06,Q2,2005-Q2,2005,None,2005-06-01 00:00:00
214,06/02/2005,Thursday,2,153,Week 22,,22,June,6,2005-06,Q2,2005-Q2,2005,None,2005-06-02 00:00:00
215,06/03/2005,Friday,3,154,Week 22,,22,June,6,2005-06,Q2,2005-Q2,2005,None,2005-06-03 00:00:00
216,06/04/2005,Saturday,4,155,Week 23,,23,June,6,2005-06,Q2,2005-Q2,2005,None,2005-06-04 00:00:00
217,06/05/2005,Sunday,5,156,Week 23,,23,June,6,2005-06,Q2,2005-Q2,2005,None,2005-06-05 00:00:00
218,06/06/2005,Monday,6,157,Week 23,,23,June,6,2005-06,Q2,2005-Q2,2005,None,2005-06-06 00:00:00
